ID,Included from paper (ID),Snowballing Direction,Title,Authors,Venue,Venue Type,Year,I1,I2,I3,E1,E2,E3,E4,E5,E6,Included,Notes
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,
,,,,,,,,x,x,x,,,,,,,x,